Country,Indicator,Year,Value
Guinea,Infant mortality ratef(per 1 000 live births),2010,77.7
Guinea,Infant mortality ratef(per 1 000 live births),2015,65.7
Guinea,Infant mortality ratef(per 1 000 live births),2021,51.6d
Guinea,Health: Physicians(per 1 000 pop.),2010,0.1k
Guinea,Health: Physicians(per 1 000 pop.),2015,0.1
Guinea,Health: Physicians(per 1 000 pop.),2021,0.1l
Guinea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,76.0 /       92.3
Guinea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,85.0 /      100.4m
Guinea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,82.4 /      100.5l
Guinea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,16.0 /       32.5n
Guinea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,24.2 /       38.5m
Guinea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guinea,Seats held by women in national parliaments(%),2010,19.3n
Guinea,Seats held by women in national parliaments(%),2015,21.9
Guinea,Seats held by women in national parliaments(%),2021,16.7o
Guinea,Urban population(% of total population),2010,33.7
Guinea,Urban population(% of total population),2015,35.1
Guinea,Urban population(% of total population),2021,36.5b
Guinea,"Fertility rate, totalf(live births per woman)",2010,5.5
Guinea,"Fertility rate, totalf(live births per woman)",2015,5.1
Guinea,"Fertility rate, totalf(live births per woman)",2021,4.7d
Guinea,"Population age distribution(0-14/60+ years old, %)",2010,46.2 /        4.6
Guinea,"Population age distribution(0-14/60+ years old, %)",2015,45.0 /        4.7
Guinea,"Population age distribution(0-14/60+ years old, %)",2021,42.7 /        4.7a
Guinea,Refugees and others of concern to UNHCR(000),2010,15i
Guinea,Refugees and others of concern to UNHCR(000),2015,9
Guinea,Refugees and others of concern to UNHCR(000),2021,8.7d
Guinea,Health: Current expenditure(% of GDP),2010,3.4
Guinea,Health: Current expenditure(% of GDP),2015,5.8
Guinea,Health: Current expenditure(% of GDP),2021,3.9j
Guinea,Education: Government expenditure(% of GDP),2010,2.6
Guinea,Education: Government expenditure(% of GDP),2015,2.5
Guinea,Education: Government expenditure(% of GDP),2021,2.3j
Guinea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,24.6 /       43.1n
Guinea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,31.0 /       47.5m
Guinea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guinea-Bissau,Population growth rateg(average annual %),2010,2.5
Guinea-Bissau,Population growth rateg(average annual %),2015,2.6
Guinea-Bissau,Population growth rateg(average annual %),2021,2.5d
Guinea-Bissau,Urban population growth rateg(average annual %),2010,3.4
Guinea-Bissau,Urban population growth rateg(average annual %),2015,3.6
Guinea-Bissau,Urban population growth rateg(average annual %),2021,...
Guinea-Bissau,"Life expectancy at birthg(females/males, years)",2010,55.6 /       50.9
Guinea-Bissau,"Life expectancy at birthg(females/males, years)",2015,58.2 /       53.6
Guinea-Bissau,"Life expectancy at birthg(females/males, years)",2021,59.7 /       55.8d
Guinea-Bissau,International migrant stockh(000/% of total pop.),2010,21.4 /        1.4
Guinea-Bissau,International migrant stockh(000/% of total pop.),2015,22.3 /        1.3
Guinea-Bissau,International migrant stockh(000/% of total pop.),2021,17.9 /        0.9d
Guinea-Bissau,Infant mortality rateg(per 1 000 live births),2010,85.2
Guinea-Bissau,Infant mortality rateg(per 1 000 live births),2015,68.1
Guinea-Bissau,Infant mortality rateg(per 1 000 live births),2021,57.1d
Guinea-Bissau,Health: Physicians(per 1 000 pop.),2010,0.1k
Guinea-Bissau,Health: Physicians(per 1 000 pop.),2015,0.2
Guinea-Bissau,Health: Physicians(per 1 000 pop.),2021,0.1l
Guinea-Bissau,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,114.5 /      122.9
Guinea-Bissau,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Guinea-Bissau,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guinea-Bissau,Seats held by women in national parliaments(%),2010,10
Guinea-Bissau,Seats held by women in national parliaments(%),2015,13.7
Guinea-Bissau,Seats held by women in national parliaments(%),2021,13.7o
Guinea-Bissau,Urban population(% of total population),2010,40.1
Guinea-Bissau,Urban population(% of total population),2015,42.1
Guinea-Bissau,Urban population(% of total population),2021,43.8b
Guinea-Bissau,"Fertility rate, totalg(live births per woman)",2010,5.2
Guinea-Bissau,"Fertility rate, totalg(live births per woman)",2015,4.9
Guinea-Bissau,"Fertility rate, totalg(live births per woman)",2021,4.5d
Guinea-Bissau,"Population age distribution(0-14/60+ years old, %)",2010,43.1 /        4.3
Guinea-Bissau,"Population age distribution(0-14/60+ years old, %)",2015,42.7 /        4.5
Guinea-Bissau,"Population age distribution(0-14/60+ years old, %)",2021,41.7 /        4.6a
Guinea-Bissau,Refugees and others of concern to UNHCR(000),2010,8i
Guinea-Bissau,Refugees and others of concern to UNHCR(000),2015,8.8
Guinea-Bissau,Refugees and others of concern to UNHCR(000),2021,1.6d
Guinea-Bissau,Health: Current expendituree(% of GDP),2010,6.5
Guinea-Bissau,Health: Current expendituree(% of GDP),2015,8.6
Guinea-Bissau,Health: Current expendituree(% of GDP),2021,7j
Guinea-Bissau,Education: Government expenditure(% of GDP),2010,1.9
Guinea-Bissau,Education: Government expenditure(% of GDP),2015,2.1m
Guinea-Bissau,Education: Government expenditure(% of GDP),2021,...
Guinea-Bissau,Intentional homicide rate(per 100 000 pop.),2010,...
Guinea-Bissau,Intentional homicide rate(per 100 000 pop.),2015,2.8
Guinea-Bissau,Intentional homicide rate(per 100 000 pop.),2021,1.1n
Guyana,Population growth ratek(average annual %),2010,0.1
Guyana,Population growth ratek(average annual %),2015,0.5
Guyana,Population growth ratek(average annual %),2021,0.5d
Guyana,Urban population growth ratek(average annual %),2010,-1
Guyana,Urban population growth ratek(average annual %),2015,0.4
Guyana,Urban population growth ratek(average annual %),2021,...
Guyana,"Life expectancy at birthk(females/males, years)",2010,70.8 /       64.2
Guyana,"Life expectancy at birthk(females/males, years)",2015,72.2 /       65.4
Guyana,"Life expectancy at birthk(females/males, years)",2021,72.9 /       66.7d
Guyana,International migrant stockl(000/% of total pop.),2010,8.2 /        1.1
Guyana,International migrant stockl(000/% of total pop.),2015,8.7 /        1.1
Guyana,International migrant stockl(000/% of total pop.),2021,31.2 /        4.0d
Guyana,Infant mortality ratek(per 1 000 live births),2010,32
Guyana,Infant mortality ratek(per 1 000 live births),2015,31.7
Guyana,Infant mortality ratek(per 1 000 live births),2021,26.8d
Guyana,Health: Physicians(per 1 000 pop.),2010,0.7
Guyana,Health: Physicians(per 1 000 pop.),2015,...
Guyana,Health: Physicians(per 1 000 pop.),2021,1.8c
Guyana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,95.0 /       97.9
Guyana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,96.0 /       99.6n
Guyana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guyana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,74.0 /       69.6
Guyana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,90.0 /       83.8n
Guyana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guyana,Seats held by women in national parliaments(%),2010,30
Guyana,Seats held by women in national parliaments(%),2015,31.3
Guyana,Seats held by women in national parliaments(%),2021,35.7o
Guyana,Urban population(% of total population),2010,26.6
Guyana,Urban population(% of total population),2015,26.4
Guyana,Urban population(% of total population),2021,26.7b
Guyana,"Fertility rate, totalk(live births per woman)",2010,2.7
Guyana,"Fertility rate, totalk(live births per woman)",2015,2.6
Guyana,"Fertility rate, totalk(live births per woman)",2021,2.5d
Guyana,"Population age distribution(0-14/60+ years old, %)",2010,32.2 /        7.3
Guyana,"Population age distribution(0-14/60+ years old, %)",2015,29.3 /        8.8
Guyana,"Population age distribution(0-14/60+ years old, %)",2021,27.5 /       11.3a
Guyana,Refugees and others of concern to UNHCR(000),2010,~0.0m
Guyana,Refugees and others of concern to UNHCR(000),2015,~0.0
Guyana,Refugees and others of concern to UNHCR(000),2021,23.4d
Guyana,Health: Current expenditurei(% of GDP),2010,5.9
Guyana,Health: Current expenditurei(% of GDP),2015,5.4
Guyana,Health: Current expenditurei(% of GDP),2021,5.9c
Guyana,Education: Government expenditure(% of GDP),2010,3.6
Guyana,Education: Government expenditure(% of GDP),2015,5.2
Guyana,Education: Government expenditure(% of GDP),2021,"5.5i,c"
Guyana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,91.9 /       88.4
Guyana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,99.2 /       96.3n
Guyana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Guyana,Intentional homicide rate(per 100 000 pop.),2010,18.7
Guyana,Intentional homicide rate(per 100 000 pop.),2015,19.4
Guyana,Intentional homicide rate(per 100 000 pop.),2021,14.2c
Haiti,Population growth ratef(average annual %),2010,1.6
Haiti,Population growth ratef(average annual %),2015,1.4
Haiti,Population growth ratef(average annual %),2021,1.3c
Haiti,Urban population growth ratef(average annual %),2010,3.7
Haiti,Urban population growth ratef(average annual %),2015,3.3
Haiti,Urban population growth ratef(average annual %),2021,...
Haiti,"Life expectancy at birthf(females/males, years)",2010,61.6 /       57.7
Haiti,"Life expectancy at birthf(females/males, years)",2015,63.5 /       59.3
Haiti,"Life expectancy at birthf(females/males, years)",2021,65.7 /       61.4c
Haiti,International migrant stockg(000/% of total pop.),2010,17.2 /        0.2
Haiti,International migrant stockg(000/% of total pop.),2015,18.0 /        0.2
Haiti,International migrant stockg(000/% of total pop.),2021,18.9 /        0.2c
Haiti,Infant mortality ratef(per 1 000 live births),2010,63.8
Haiti,Infant mortality ratef(per 1 000 live births),2015,61
Haiti,Infant mortality ratef(per 1 000 live births),2021,54.3c
Haiti,Health: Physicians(per 1 000 pop.),2010,...
Haiti,Health: Physicians(per 1 000 pop.),2015,0.1
Haiti,Health: Physicians(per 1 000 pop.),2021,0.2j
Haiti,Seats held by women in national parliaments(%),2010,4.1
Haiti,Seats held by women in national parliaments(%),2015,4.2
Haiti,Seats held by women in national parliaments(%),2021,"2.5k,l,c"
Haiti,Urban population(% of total population),2010,47.5
Haiti,Urban population(% of total population),2015,52.4
Haiti,Urban population(% of total population),2021,56.2b
Haiti,"Fertility rate, totalf(live births per woman)",2010,3.6
Haiti,"Fertility rate, totalf(live births per woman)",2015,3.3
Haiti,"Fertility rate, totalf(live births per woman)",2021,3c
Haiti,"Population age distribution(0-14/60+ years old, %)",2010,36.3 /        6.5
Haiti,"Population age distribution(0-14/60+ years old, %)",2015,34.4 /        7.1
Haiti,"Population age distribution(0-14/60+ years old, %)",2021,32.1 /        7.9a
Haiti,Refugees and others of concern to UNHCR(000),2010,~0.0h
Haiti,Refugees and others of concern to UNHCR(000),2015,~0.0
Haiti,Refugees and others of concern to UNHCR(000),2021,~0.0c
Haiti,Health: Current expenditure(% of GDP),2010,8.1i
Haiti,Health: Current expenditure(% of GDP),2015,8.6
Haiti,Health: Current expenditure(% of GDP),2021,7.7j
Haiti,Education: Government expenditure(% of GDP),2010,...
Haiti,Education: Government expenditure(% of GDP),2015,3.2
Haiti,Education: Government expenditure(% of GDP),2021,2.8j
Haiti,Intentional homicide rate(per 100 000 pop.),2010,6.8
Haiti,Intentional homicide rate(per 100 000 pop.),2015,10
Haiti,Intentional homicide rate(per 100 000 pop.),2021,6.7j
Holy See,"Population growth ratea,g(average annual %)",2010,~0.0
Holy See,"Population growth ratea,g(average annual %)",2015,~0.0
Holy See,"Population growth ratea,g(average annual %)",2021,0.1f
Holy See,Urban population growth rateg(average annual %),2010,-0.1
Holy See,Urban population growth rateg(average annual %),2015,0.2
Holy See,Urban population growth rateg(average annual %),2021,...
Holy See,"International migrant stocka,h(000/% of total pop.)",2010,0.8 /      100.0
Holy See,"International migrant stocka,h(000/% of total pop.)",2015,0.8 /      100.0
Holy See,"International migrant stocka,h(000/% of total pop.)",2021,0.8 /      100.0f
Holy See,Urban population(% of total population),2010,100
Holy See,Urban population(% of total population),2015,100
Holy See,Urban population(% of total population),2021,100d
Holy See,Intentional homicide rate(per 100 000 pop.),2010,0
Holy See,Intentional homicide rate(per 100 000 pop.),2015,0
Holy See,Intentional homicide rate(per 100 000 pop.),2021,...
Honduras,Population growth ratef(average annual %),2010,2.2
Honduras,Population growth ratef(average annual %),2015,1.8
Honduras,Population growth ratef(average annual %),2021,1.7c
Honduras,Urban population growth ratef(average annual %),2010,3.4
Honduras,Urban population growth ratef(average annual %),2015,3
Honduras,Urban population growth ratef(average annual %),2021,...
Honduras,"Life expectancy at birthf(females/males, years)",2010,75.0 /       70.3
Honduras,"Life expectancy at birthf(females/males, years)",2015,76.3 /       71.6
Honduras,"Life expectancy at birthf(females/males, years)",2021,77.3 /       72.7c
Honduras,International migrant stockg(000/% of total pop.),2010,27.3 /        0.3
Honduras,International migrant stockg(000/% of total pop.),2015,38.3 /        0.4
Honduras,International migrant stockg(000/% of total pop.),2021,39.2 /        0.4c
Honduras,Infant mortality ratef(per 1 000 live births),2010,23.3
Honduras,Infant mortality ratef(per 1 000 live births),2015,18.4
Honduras,Infant mortality ratef(per 1 000 live births),2021,15c
Honduras,Health: Physicians(per 1 000 pop.),2010,0.3
Honduras,Health: Physicians(per 1 000 pop.),2015,...
Honduras,Health: Physicians(per 1 000 pop.),2021,0.3j
Honduras,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,100.7 /      100.6
Honduras,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,92.5 /       93.0
Honduras,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,91.5 /       91.4b
Honduras,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,76.7 /       55.0
Honduras,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,43.9 /       32.5
Honduras,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,63.9 /       50.6b
Honduras,Seats held by women in national parliaments(%),2010,18
Honduras,Seats held by women in national parliaments(%),2015,25.8
Honduras,Seats held by women in national parliaments(%),2021,21.1k
Honduras,Urban population(% of total population),2010,51.9
Honduras,Urban population(% of total population),2015,55.2
Honduras,Urban population(% of total population),2021,57.7b
Honduras,"Fertility rate, totalf(live births per woman)",2010,3.2
Honduras,"Fertility rate, totalf(live births per woman)",2015,2.7
Honduras,"Fertility rate, totalf(live births per woman)",2021,2.5c
Honduras,"Population age distribution(0-14/60+ years old, %)",2010,37.6 /        5.8
Honduras,"Population age distribution(0-14/60+ years old, %)",2015,33.7 /        6.5
Honduras,"Population age distribution(0-14/60+ years old, %)",2021,30.1 /        7.6a
Honduras,Refugees and others of concern to UNHCR(000),2010,~0.0h
Honduras,Refugees and others of concern to UNHCR(000),2015,~0.0
Honduras,Refugees and others of concern to UNHCR(000),2021,249.2c
Honduras,Health: Current expenditure(% of GDP),2010,8.7
Honduras,Health: Current expenditure(% of GDP),2015,7.5
Honduras,Health: Current expenditure(% of GDP),2021,7i
Honduras,Education: Government expenditure(% of GDP),2010,...
Honduras,Education: Government expenditure(% of GDP),2015,6.4
Honduras,Education: Government expenditure(% of GDP),2021,6.1i
Honduras,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,72.8 /       59.1
Honduras,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,55.4 /       46.2
Honduras,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,70.2 /       62.4b
Honduras,Intentional homicide rate(per 100 000 pop.),2010,75
Honduras,Intentional homicide rate(per 100 000 pop.),2015,56.5
Honduras,Intentional homicide rate(per 100 000 pop.),2021,38.9i
Hungary,Population growth ratei(average annual %),2010,-0.3
Hungary,Population growth ratei(average annual %),2015,-0.3
Hungary,Population growth ratei(average annual %),2021,-0.2c
Hungary,Urban population growth ratei(average annual %),2010,0.4
Hungary,Urban population growth ratei(average annual %),2015,0.2
Hungary,Urban population growth ratei(average annual %),2021,...
Hungary,"Life expectancy at birthi(females/males, years)",2010,77.8 /       69.6
Hungary,"Life expectancy at birthi(females/males, years)",2015,78.7 /       71.6
Hungary,"Life expectancy at birthi(females/males, years)",2021,80.1 /       73.0c
Hungary,International migrant stock(000/% of total pop.),2010,436.6 /        4.4
Hungary,International migrant stock(000/% of total pop.),2015,475.5 /        4.9
Hungary,International migrant stock(000/% of total pop.),2021,584.6 /        6.1c
Hungary,Infant mortality ratei(per 1 000 live births),2010,5.7
Hungary,Infant mortality ratei(per 1 000 live births),2015,5
Hungary,Infant mortality ratei(per 1 000 live births),2021,4.1c
Hungary,Health: Physicians(per 1 000 pop.),2010,2.9
Hungary,Health: Physicians(per 1 000 pop.),2015,3.1
Hungary,Health: Physicians(per 1 000 pop.),2021,3.4l
Hungary,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,100.5 /      101.2
Hungary,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,102.2 /      102.5
Hungary,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,96.4 /       97.1l
Hungary,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,96.7 /       96.8
Hungary,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,107.6 /      105.4
Hungary,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,106.6 /      106.5l
Hungary,Seats held by women in national parliaments(%),2010,11.1
Hungary,Seats held by women in national parliaments(%),2015,10.1
Hungary,Seats held by women in national parliaments(%),2021,12.6n
Hungary,Urban population(% of total population),2010,68.9
Hungary,Urban population(% of total population),2015,70.5
Hungary,Urban population(% of total population),2021,71.6b
Hungary,"Fertility rate, totali(live births per woman)",2010,1.3
Hungary,"Fertility rate, totali(live births per woman)",2015,1.3
Hungary,"Fertility rate, totali(live births per woman)",2021,1.5c
Hungary,"Population age distribution(0-14/60+ years old, %)",2010,14.9 /       22.1
Hungary,"Population age distribution(0-14/60+ years old, %)",2015,14.4 /       25.0
Hungary,"Population age distribution(0-14/60+ years old, %)",2021,14.5 /       26.9a
Hungary,Refugees and others of concern to UNHCR(000),2010,5.8j
Hungary,Refugees and others of concern to UNHCR(000),2015,28.8
Hungary,Refugees and others of concern to UNHCR(000),2021,6c
Hungary,Health: Current expenditure(% of GDP),2010,7.5k
Hungary,Health: Current expenditure(% of GDP),2015,6.9k
Hungary,Health: Current expenditure(% of GDP),2021,6.7l
Hungary,Education: Government expenditure(% of GDP),2010,4.8
Hungary,Education: Government expenditure(% of GDP),2015,4.5
Hungary,Education: Government expenditure(% of GDP),2021,4.7m
Hungary,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,96.4 /       97.7
Hungary,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,103.3 /      102.7
Hungary,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,103.7 /      104.1l
Hungary,Intentional homicide rate(per 100 000 pop.),2010,1.4
Hungary,Intentional homicide rate(per 100 000 pop.),2015,2.3
Hungary,Intentional homicide rate(per 100 000 pop.),2021,2.5m
Iceland,Population growth ratej(average annual %),2010,1.6
Iceland,Population growth ratej(average annual %),2015,0.6
Iceland,Population growth ratej(average annual %),2021,0.7d
Iceland,Urban population growth ratej(average annual %),2010,1.8
Iceland,Urban population growth ratej(average annual %),2015,0.6
Iceland,Urban population growth ratej(average annual %),2021,...
Iceland,"Life expectancy at birthj(females/males, years)",2010,83.2 /       79.6
Iceland,"Life expectancy at birthj(females/males, years)",2015,83.8 /       80.6
Iceland,"Life expectancy at birthj(females/males, years)",2021,84.3 /       81.2d
Iceland,International migrant stock(000/% of total pop.),2010,35.1 /       11.0
Iceland,International migrant stock(000/% of total pop.),2015,39.1 /       11.8
Iceland,International migrant stock(000/% of total pop.),2021,65.4 /       19.2d
Iceland,Infant mortality ratej(per 1 000 live births),2010,2
Iceland,Infant mortality ratej(per 1 000 live births),2015,1.6
Iceland,Infant mortality ratej(per 1 000 live births),2021,1.3d
Iceland,Health: Physicians(per 1 000 pop.),2010,3.6
Iceland,Health: Physicians(per 1 000 pop.),2015,3.8
Iceland,Health: Physicians(per 1 000 pop.),2021,4.1b
Iceland,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.6 /       99.0
Iceland,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,98.6 /       98.7
Iceland,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,100.3 /      100.6c
Iceland,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,118.1 /      114.2
Iceland,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,132.9 /      131.7
Iceland,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,130.0 /      132.2c
Iceland,Seats held by women in national parliaments(%),2010,42.9
Iceland,Seats held by women in national parliaments(%),2015,41.3
Iceland,Seats held by women in national parliaments(%),2021,39.7m
Iceland,Urban population(% of total population),2010,93.6
Iceland,Urban population(% of total population),2015,93.7
Iceland,Urban population(% of total population),2021,93.9b
Iceland,"Fertility rate, totalj(live births per woman)",2010,2.1
Iceland,"Fertility rate, totalj(live births per woman)",2015,2
Iceland,"Fertility rate, totalj(live births per woman)",2021,1.8d
Iceland,"Population age distribution(0-14/60+ years old, %)",2010,20.8 /       16.9
Iceland,"Population age distribution(0-14/60+ years old, %)",2015,20.3 /       19.1
Iceland,"Population age distribution(0-14/60+ years old, %)",2021,19.2 /       22.1a
Iceland,Refugees and others of concern to UNHCR(000),2010,0.2k
Iceland,Refugees and others of concern to UNHCR(000),2015,0.4
Iceland,Refugees and others of concern to UNHCR(000),2021,1.3d
Iceland,Health: Current expenditure(% of GDP),2010,8.5
Iceland,Health: Current expenditure(% of GDP),2015,8.1
Iceland,Health: Current expenditure(% of GDP),2021,8.5c
Iceland,Education: Government expenditure(% of GDP),2010,7
Iceland,Education: Government expenditure(% of GDP),2015,7.5
Iceland,Education: Government expenditure(% of GDP),2021,7.7l
Iceland,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,108.2 /      106.5
Iceland,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,119.6 /      118.6
Iceland,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,117.3 /      118.6c
Iceland,Intentional homicide rate(per 100 000 pop.),2010,0.6
Iceland,Intentional homicide rate(per 100 000 pop.),2015,0.9
Iceland,Intentional homicide rate(per 100 000 pop.),2021,0.9c
India,Population growth ratek(average annual %),2010,1.5
India,Population growth ratek(average annual %),2015,1.2
India,Population growth ratek(average annual %),2021,1d
India,Urban population growth ratek(average annual %),2010,2.6
India,Urban population growth ratek(average annual %),2015,2.4
India,Urban population growth ratek(average annual %),2021,...
India,"Life expectancy at birthk(females/males, years)",2010,66.4 /       64.7
India,"Life expectancy at birthk(females/males, years)",2015,69.0 /       66.7
India,"Life expectancy at birthk(females/males, years)",2021,70.5 /       68.1d
India,International migrant stockl(000/% of total pop.),2010,5 574.0 /        0.5
India,International migrant stockl(000/% of total pop.),2015,5 210.8 /        0.4
India,International migrant stockl(000/% of total pop.),2021,4 878.7 /        0.4d
India,Infant mortality ratek(per 1 000 live births),2010,49.5
India,Infant mortality ratek(per 1 000 live births),2015,39.1
India,Infant mortality ratek(per 1 000 live births),2021,32d
India,Health: Physicians(per 1 000 pop.),2010,0.7
India,Health: Physicians(per 1 000 pop.),2015,0.7
India,Health: Physicians(per 1 000 pop.),2021,0.9b
India,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,110.7 /      107.7i
India,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,114.8 /      102.8
India,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,97.8 /       95.9b
India,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,47.4 /       52.5
India,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,62.6 /       64.2
India,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,65.9 /       66.3b
India,Seats held by women in national parliaments(%),2010,10.8
India,Seats held by women in national parliaments(%),2015,12
India,Seats held by women in national parliaments(%),2021,14.4q
India,Urban population(% of total population),2010,30.9
India,Urban population(% of total population),2015,32.8
India,Urban population(% of total population),2021,34.5b
India,"Fertility rate, totalk(live births per woman)",2010,2.8
India,"Fertility rate, totalk(live births per woman)",2015,2.4
India,"Fertility rate, totalk(live births per woman)",2021,2.2d
India,"Population age distribution(0-14/60+ years old, %)",2010,30.8 /        7.8
India,"Population age distribution(0-14/60+ years old, %)",2015,28.4 /        8.9
India,"Population age distribution(0-14/60+ years old, %)",2021,25.8 /       10.4a
India,Refugees and others of concern to UNHCR(000),2010,193.7m
India,Refugees and others of concern to UNHCR(000),2015,205.8
India,Refugees and others of concern to UNHCR(000),2021,241.3d
India,Health: Current expendituren(% of GDP),2010,3.3
India,Health: Current expendituren(% of GDP),2015,3.6
India,Health: Current expendituren(% of GDP),2021,"3.5i,o"
India,Education: Government expenditure(% of GDP),2010,3.4
India,Education: Government expenditure(% of GDP),2015,3.8p
India,Education: Government expenditure(% of GDP),2021,...
India,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,61.1 /       64.9
India,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,74.7 /       73.1
India,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,74.5 /       73.1b
India,Intentional homicide rate(per 100 000 pop.),2010,3.8
India,Intentional homicide rate(per 100 000 pop.),2015,3.4
India,Intentional homicide rate(per 100 000 pop.),2021,3.1o
Indonesia,Population growth ratek(average annual %),2010,1.3
Indonesia,Population growth ratek(average annual %),2015,1.3
Indonesia,Population growth ratek(average annual %),2021,1.1d
Indonesia,Urban population growth ratek(average annual %),2010,3
Indonesia,Urban population growth ratek(average annual %),2015,2.6
Indonesia,Urban population growth ratek(average annual %),2021,...
Indonesia,"Life expectancy at birthk(females/males, years)",2010,70.3 /       66.4
Indonesia,"Life expectancy at birthk(females/males, years)",2015,72.2 /       67.9
Indonesia,"Life expectancy at birthk(females/males, years)",2021,73.6 /       69.3d
Indonesia,International migrant stockl(000/% of total pop.),2010,307.5 /        0.1
Indonesia,International migrant stockl(000/% of total pop.),2015,338.1 /        0.1
Indonesia,International migrant stockl(000/% of total pop.),2021,355.5 /        0.1d
Indonesia,Infant mortality ratek(per 1 000 live births),2010,30.4
Indonesia,Infant mortality ratek(per 1 000 live births),2015,25
Indonesia,Infant mortality ratek(per 1 000 live births),2021,18.9d
Indonesia,Health: Physicians(per 1 000 pop.),2010,0.2
Indonesia,Health: Physicians(per 1 000 pop.),2015,0.3
Indonesia,Health: Physicians(per 1 000 pop.),2021,0.5b
Indonesia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,111.0 /      107.4
Indonesia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,104.4 /      107.4
Indonesia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,104.6 /      108.1n
Indonesia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,63.1 /       64.5
Indonesia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,74.4 /       77.8
Indonesia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,81.9 /       78.7n
Indonesia,Seats held by women in national parliaments(%),2010,18
Indonesia,Seats held by women in national parliaments(%),2015,17.1
Indonesia,Seats held by women in national parliaments(%),2021,21p
Indonesia,Urban population(% of total population),2010,49.9
Indonesia,Urban population(% of total population),2015,53.3
Indonesia,Urban population(% of total population),2021,56b
Indonesia,"Fertility rate, totalk(live births per woman)",2010,2.5
Indonesia,"Fertility rate, totalk(live births per woman)",2015,2.4
Indonesia,"Fertility rate, totalk(live births per woman)",2021,2.3d
